Time,Temp1F,Temp2F,RH,Pres,AccX,AccZ
4290488,-14.89,-3.45,20.70,0.21,0.406,0.954
4290992,-13.13,-3.45,19.92,0.21,0.702,0.865
4291495,-13.13,-3.45,20.55,0.21,0.465,1.102
4291999,-13.13,-3.45,20.07,0.21,0.554,1.280
4292503,-13.13,-3.45,20.55,0.21,0.436,0.821
4293007,-13.13,-3.45,20.23,0.21,0.658,0.791
4293511,-13.13,-3.45,20.23,0.21,0.465,1.265
4294014,-14.01,-3.45,20.23,0.21,0.524,0.954
4294518,-14.89,-4.33,19.92,0.20,0.761,1.221
4295022,-10.49,0.06,19.13,0.09,0.939,1.295
4295526,-16.65,1.82,19.60,0.20,0.643,1.235
4296030,-13.13,-3.45,18.50,0.05,0.821,1.295
4296534,-13.13,-3.45,20.23,0.21,0.554,0.880
4297037,-13.13,-3.45,20.55,0.21,0.436,0.969
4297541,-13.13,-3.45,20.86,0.21,0.732,1.132
4298044,-14.01,-3.45,20.39,0.21,0.317,0.924
4298548,-13.13,-3.45,20.07,0.21,0.658,1.132
4299052,-13.13,-3.45,20.55,0.21,0.436,0.954
4299555,-13.13,-3.45,20.55,0.21,0.835,0.939
4300059,-13.13,-3.45,20.55,0.21,0.332,0.939
4300563,-13.13,-3.45,20.23,0.21,0.850,0.910
4301067,-13.13,-3.45,20.39,0.21,0.747,0.895
4301571,-13.13,-3.45,20.39,0.21,0.969,1.250
4302074,-14.01,-3.45,20.23,0.21,0.213,1.058
4302578,-13.13,-3.45,20.07,0.21,0.732,0.747
4303082,-14.01,-3.45,20.39,0.21,0.717,1.043
4303586,-13.13,-3.45,20.23,0.20,0.510,0.673
4304090,-14.01,-3.45,20.07,0.21,0.199,1.191
4304593,-14.01,-3.45,19.60,0.21,0.628,0.613
4305097,-14.01,-5.21,19.29,0.21,0.939,1.043
4305601,-12.25,0.94,21.02,0.20,0.998,1.931
4306105,-14.01,-3.45,18.97,0.03,1.058,1.709
4306608,-14.01,-3.45,19.60,0.21,0.421,0.939
4307111,-13.13,-3.45,21.02,0.20,0.599,1.176
4307615,-12.25,-3.45,20.07,0.21,0.332,0.910
4308119,-13.13,-3.45,20.39,0.21,0.228,1.176
4308623,-13.13,-3.45,19.60,0.20,0.391,0.687
4309127,-13.13,-3.45,20.86,0.21,0.406,0.791
4309630,-13.13,-3.45,21.02,0.21,0.569,1.265
4310134,-13.13,-3.45,20.55,0.20,0.717,0.984
4310638,-13.13,-3.45,19.60,0.21,0.554,1.206
4311142,-14.01,-3.45,21.02,0.21,0.865,0.732
4311646,-12.25,-3.45,21.02,0.20,0.391,1.176
4312150,-13.13,-3.45,20.55,0.21,0.465,0.421
4312653,-14.01,-3.45,21.02,0.20,0.450,1.280
4313157,-12.25,-3.45,20.86,0.21,0.821,1.058
4313661,-14.01,-3.45,20.23,0.21,0.524,0.835
4314165,-13.13,-3.45,20.86,0.21,0.539,0.791
4314668,-12.25,-3.45,20.86,0.21,0.347,1.250
4315171,-13.13,-3.45,20.86,0.21,0.436,0.924
4315675,-14.01,-4.33,19.92,0.20,0.880,0.791
4316179,-9.61,0.06,19.13,0.03,0.924,1.147
4316683,-14.01,-7.85,18.97,0.18,1.161,1.324
4317187,-13.13,-2.57,19.92,0.20,0.421,1.013
4317690,-12.25,-2.57,21.18,0.20,0.643,0.910
4318194,-12.25,-3.45,20.39,0.20,0.880,1.235
4318698,-13.13,-3.45,20.86,0.21,0.421,0.969
4319202,-13.13,-2.57,20.70,0.21,0.510,1.250
4319706,-12.25,-2.57,20.86,0.21,0.436,1.206
4320209,-14.89,-4.33,20.39,0.20,0.747,1.443
4320713,-11.37,0.06,19.29,0.07,1.502,0.969
4321217,-7.85,0.94,20.55,0.18,1.250,1.176
4321720,-13.13,-2.57,19.92,0.14,0.954,1.576
4322224,-12.25,-3.45,20.86,0.20,0.391,1.161
4322727,-13.13,-3.45,20.55,0.21,0.213,0.865
4323231,-12.25,-3.45,20.23,0.20,0.702,1.206
4323735,-14.01,-3.45,21.02,0.21,0.465,1.324
4324239,-13.13,-3.45,20.86,0.21,0.717,1.191
4324743,-12.25,-3.45,21.34,0.21,0.984,0.910
4325246,-13.13,-3.45,20.86,0.21,0.554,1.072
4325750,-14.01,-3.45,20.86,0.21,0.895,1.087
4326254,-13.13,-2.57,20.70,0.21,0.569,0.865
4326758,-13.13,-2.57,21.18,0.20,0.569,0.835
4327262,-13.13,-2.57,20.86,0.20,0.154,1.250
4327766,-12.25,-2.57,21.02,0.20,0.436,1.102
4328269,-13.13,-2.57,21.49,0.21,0.510,1.013
4328773,-12.25,-2.57,20.86,0.21,0.554,0.998
4329277,-14.01,-3.45,20.23,0.20,0.702,1.206
4329780,-11.37,1.82,19.60,0.18,1.087,0.969
4330284,-5.21,5.34,20.86,0.18,0.658,1.324
4330787,-13.13,-1.70,19.60,0.16,0.747,1.650
4331291,-13.13,-1.70,21.18,0.21,0.465,1.235
4331795,-12.25,-1.70,20.39,0.21,0.480,1.087
4332299,-12.25,-1.70,20.86,0.20,0.421,1.058
4332803,-12.25,-1.70,21.34,0.20,0.495,1.221
4333306,-14.01,-1.70,20.55,0.20,0.243,1.176
4333810,-13.13,-1.70,21.65,0.21,0.480,1.472
4334314,-13.13,-1.70,20.39,0.20,0.465,1.191
4334818,-12.25,-1.70,21.18,0.20,0.554,1.161
4335322,-13.13,-1.70,21.49,0.21,0.406,1.235
4335825,-12.25,-1.70,20.86,0.20,0.406,0.880
4336329,-12.25,-1.70,21.34,0.21,0.643,1.398
4336833,-12.25,-1.70,21.34,0.20,0.347,1.235
4337337,-12.25,-1.70,20.86,0.20,0.643,1.117
4337840,-14.01,-1.70,21.49,0.20,0.747,1.072
4338343,-13.13,-1.70,21.34,0.20,0.835,0.998
4338847,-12.25,-1.70,21.34,0.21,0.524,1.309
4339351,-13.13,-1.70,21.18,0.20,0.317,0.998
4339855,-14.89,-3.45,20.23,0.20,0.613,1.309
4340359,-12.25,2.70,21.18,0.18,1.043,1.769
4340862,-12.25,-1.70,20.55,0.16,0.717,1.487
4341366,-13.13,-1.70,21.49,0.20,0.554,1.072
4341870,-13.13,-1.70,21.81,0.20,0.673,0.969
4342374,-13.13,-0.82,21.49,0.20,0.865,0.984
4342878,-12.25,-0.82,21.65,0.20,0.910,1.072
4343382,-13.13,-0.82,21.34,0.20,0.673,1.117
4343885,-13.13,-0.82,21.02,0.20,0.495,1.147
4344389,-12.25,-0.82,21.81,0.20,0.539,0.954
4344893,-13.13,-0.82,21.02,0.20,0.539,1.043
4345397,-13.13,-0.82,21.34,0.20,0.495,1.235
4345901,-12.25,-0.82,21.34,0.21,0.539,1.176
4346403,-12.25,-0.82,21.65,0.20,0.391,1.058
4346907,-13.13,-0.82,21.49,0.20,0.465,1.058
4347411,-13.13,-0.82,22.12,0.20,0.436,1.191
4347915,-12.25,-0.82,21.65,0.20,0.732,0.984
4348419,-12.25,-0.82,21.65,0.20,0.376,1.087
4348922,-11.37,-0.82,21.18,0.20,0.465,1.206
4349426,-12.25,-0.82,22.12,0.20,0.673,0.924
4349930,-12.25,-0.82,21.34,0.20,0.599,1.161
4350434,-14.01,-1.70,21.18,0.18,0.821,1.117
4350938,-9.61,2.70,19.92,0.03,1.058,1.206
4351441,-13.13,-2.57,18.65,0.18,1.117,1.650
4351945,-12.25,-0.82,21.81,0.20,0.821,0.924
4352449,-12.25,-0.82,22.12,0.20,0.436,1.487
4352953,-12.25,-0.82,22.12,0.20,0.376,0.821
4353457,-13.13,-0.82,21.18,0.20,0.406,1.221
4353960,-11.37,-0.82,21.97,0.20,0.317,0.806
4354463,-13.13,-0.82,21.02,0.20,0.480,0.910
4354967,-11.37,-0.82,21.02,0.20,0.421,1.132
4355471,-13.13,-0.82,21.49,0.20,0.465,0.880
4355975,-11.37,-0.82,21.65,0.20,0.673,0.998
4356478,-13.13,-0.82,21.81,0.18,0.717,1.191
4356982,-12.25,-0.82,22.28,0.20,0.450,1.102
4357486,-13.13,-0.82,21.34,0.20,0.584,1.013
4357990,-13.13,-0.82,21.65,0.20,0.421,1.043
4358494,-13.13,-0.82,21.49,0.20,0.687,0.880
4358998,-12.25,-0.82,21.34,0.20,0.658,0.984
4359501,-12.25,-0.82,22.44,0.20,0.495,1.132
4360005,-12.25,-0.82,21.81,0.20,0.450,0.850
4360509,-13.13,-1.70,20.86,0.18,0.880,1.161
4361013,-10.49,2.70,20.55,0.14,0.969,1.132
4361517,-5.21,3.58,22.12,0.16,0.835,1.369
4362019,-11.37,-0.82,20.86,0.21,0.761,1.576
4362523,-11.37,-0.82,22.12,0.20,0.687,0.835
4363027,-12.25,-0.82,21.97,0.20,0.702,1.028
4363531,-12.25,-0.82,21.65,0.20,0.628,0.910
4364035,-12.25,-0.82,21.18,0.20,0.465,1.043
4364538,-11.37,-0.82,21.49,0.20,0.613,0.924
4365042,-12.25,-0.82,22.12,0.20,0.643,1.147
4365546,-11.37,-0.82,22.44,0.20,0.658,1.087
4366050,-12.25,-0.82,22.44,0.20,0.643,0.969
4366554,-13.13,-0.82,22.28,0.20,0.391,0.939
4367057,-12.25,-0.82,22.44,0.20,0.673,1.028
4367561,-13.13,-0.82,22.60,0.20,0.539,1.295
4368065,-13.13,-0.82,21.81,0.20,0.702,0.984
4368569,-12.25,-0.82,22.12,0.20,0.495,0.910
4369073,-12.25,-0.82,22.28,0.20,0.495,1.147
4369575,-12.25,-1.70,22.28,0.20,0.673,1.087
4370079,-12.25,-1.70,22.60,0.20,0.643,1.176
4370583,-12.25,-1.70,22.75,0.20,0.495,1.295
4371087,-12.25,-2.57,21.65,0.18,0.613,0.954
4371591,-8.73,3.58,22.75,0.16,0.910,1.709
4372094,-11.37,-4.33,20.55,0.18,0.998,1.458
4372598,-12.25,-1.70,21.97,0.16,0.658,1.295
4373102,-12.25,-0.82,22.44,0.20,0.524,1.058
4373606,-12.25,-0.82,22.12,0.20,0.510,1.206
4374110,-13.13,-0.82,21.97,0.20,0.761,1.072
4374614,-12.25,-0.82,21.49,0.20,0.613,1.161
4375117,-12.25,-0.82,22.12,0.20,0.569,1.117
4375621,-11.37,-0.82,22.60,0.20,0.717,0.910
4376125,-13.13,-1.70,22.12,0.18,0.613,1.354
4376629,-10.49,2.70,20.55,0.03,1.265,1.487
4377133,-4.33,2.70,21.02,0.16,0.984,1.295
4377635,-12.25,-0.82,22.60,0.18,0.687,1.324
4378139,-12.25,-0.82,22.44,0.20,0.673,1.058
4378643,-13.13,-0.82,22.91,0.20,0.761,1.072
4379147,-13.13,-0.82,22.91,0.20,0.761,1.102
4379651,-12.25,-0.82,22.60,0.20,0.421,0.998
4380154,-11.37,-0.82,23.07,0.20,0.569,1.028
4380658,-11.37,-0.82,23.07,0.20,0.599,1.028
4381162,-11.37,-0.82,22.28,0.20,0.806,0.998
4381666,-11.37,-0.82,22.12,0.20,0.450,1.013
4382170,-11.37,-0.82,22.44,0.20,0.599,1.161
4382673,-12.25,-0.82,22.44,0.20,0.761,1.147
4383177,-13.13,-0.82,22.12,0.20,0.687,1.191
4383681,-12.25,-0.82,22.44,0.20,0.376,1.206
4384185,-12.25,-0.82,18.97,0.20,0.421,0.998
4384689,-11.37,0.06,22.91,0.16,0.539,1.058
4385191,-12.25,0.06,22.91,0.16,0.717,1.191
4385695,-12.25,0.06,23.23,0.16,0.510,1.206
4386199,-13.13,-1.70,21.49,0.18,0.524,1.250
4386703,-9.61,3.58,21.02,0.18,0.895,1.383
4387207,-4.33,3.58,21.81,0.16,0.850,1.383
4387710,-12.25,0.06,21.65,0.23,0.865,1.309
4388214,-12.25,0.06,22.60,0.16,0.421,1.221
4388718,-11.37,0.06,23.23,0.20,0.702,0.984
4389222,-12.25,0.06,23.38,0.16,0.687,1.028
4389726,-11.37,0.06,23.07,0.20,0.628,1.043
4390230,-11.37,0.06,22.91,0.20,0.524,1.161
4390733,-11.37,0.06,23.23,0.16,0.539,1.161
4391237,-11.37,0.06,24.17,0.16,0.687,1.013
4391740,-12.25,0.06,23.38,0.16,0.776,1.013
4392244,-11.37,0.06,23.38,0.16,0.643,1.087
4392748,-11.37,0.06,22.75,0.20,0.421,1.191
4393251,-11.37,0.06,22.91,0.16,0.658,0.865
4393755,-11.37,0.06,23.23,0.16,0.687,1.013
4394259,-11.37,0.06,22.44,0.16,0.362,1.235
4394763,-13.13,-1.70,22.28,0.18,0.524,1.280
4395267,-10.49,3.58,21.81,-0.01,0.865,1.487
4395770,-6.09,2.70,22.75,0.16,0.613,1.354
4396274,-12.25,0.06,21.65,0.14,0.924,1.487
4396778,-11.37,0.06,23.07,0.16,0.376,1.132
4397282,-10.49,0.06,23.07,0.16,0.436,1.072
4397786,-10.49,0.06,22.60,0.16,0.584,0.984
4398288,-11.37,0.06,23.70,0.16,0.495,0.791
4398792,-11.37,0.06,23.54,0.16,0.465,1.087
4399296,-11.37,0.06,22.91,0.16,0.599,1.058
4399800,-11.37,0.06,23.07,0.16,0.687,1.132
4400304,-10.49,0.06,23.38,0.16,0.613,1.161
4400807,-11.37,0.06,23.38,0.16,0.702,1.161
4401311,-12.25,0.06,23.54,0.16,0.687,0.939
4401815,-11.37,0.06,23.70,0.16,0.658,1.028
4402319,-11.37,0.06,24.02,0.16,0.584,1.147
4402823,-10.49,0.06,22.44,0.16,1.072,1.591
4403326,-12.25,0.06,23.38,0.16,0.495,1.102
4403830,-11.37,0.06,23.38,0.16,0.673,0.939
4404334,-11.37,0.06,23.70,0.16,0.628,1.161
4404837,-11.37,0.06,23.70,0.16,0.658,1.161
4405341,-13.13,-0.82,23.38,0.18,0.687,1.102
4405844,-14.01,5.34,23.23,0.16,1.087,1.606
4406348,-12.25,0.94,22.60,0.03,0.732,1.443
4406852,-10.49,0.94,24.02,0.16,0.539,0.865
4407356,-11.37,0.94,23.70,0.16,0.436,0.761
4407860,-11.37,0.94,23.70,0.16,0.569,1.087
4408364,-10.49,1.82,23.07,0.20,0.628,1.147
4408867,-12.25,1.82,24.02,0.20,0.421,1.013
4409371,-10.49,1.82,22.91,0.20,0.421,1.087
4409875,-12.25,1.82,23.54,0.18,0.436,0.865
4410379,-11.37,1.82,23.70,0.18,0.599,1.013
4410883,-11.37,1.82,24.02,0.20,0.687,1.117
4411386,-10.49,1.82,22.91,0.20,0.658,1.147
4411890,-11.37,1.82,23.54,0.18,0.821,1.147
4412393,-11.37,1.82,23.23,0.16,0.450,1.117
4412897,-12.25,1.82,23.54,0.20,0.584,1.235
4413401,-11.37,1.82,23.07,0.16,0.643,1.472
4413904,-10.49,1.82,23.54,0.16,0.554,1.221
4414408,-11.37,1.82,24.17,0.20,0.480,0.984
4414912,-11.37,1.82,24.17,0.16,0.776,1.250
4415416,-13.13,0.94,23.23,0.18,0.835,1.339
4415920,-9.61,6.22,22.75,0.18,1.339,1.591
4416423,-3.45,5.34,22.91,0.16,1.013,1.502
4416927,-11.37,2.70,23.54,0.18,0.658,1.191
4417431,-10.49,2.70,23.86,0.18,0.702,1.191
4417935,-10.49,2.70,24.02,0.20,0.880,0.910
4418439,-10.49,2.70,23.86,0.16,0.880,1.058
4418942,-10.49,1.82,23.86,0.18,0.362,0.910
4419445,-10.49,2.70,23.07,0.16,0.510,1.087
4419949,-11.37,2.70,23.38,0.18,0.584,0.924
4420453,-10.49,2.70,24.33,0.16,0.480,1.028
4420957,-10.49,2.70,24.17,0.16,0.732,1.013
4421460,-11.37,2.70,24.02,0.20,0.732,0.732
4421964,-10.49,2.70,23.70,0.16,0.287,1.072
4422468,-10.49,2.70,19.76,0.18,0.450,1.176
4422972,-11.37,1.82,24.17,0.18,0.450,0.939
4423476,-11.37,1.82,24.17,0.18,0.628,0.850
4423980,-10.49,1.82,24.33,0.18,0.347,1.176
4424483,-10.49,1.82,23.54,0.18,0.524,1.072
4424987,-11.37,1.82,23.86,0.18,0.406,0.998
4425491,-12.25,0.06,23.86,0.16,0.465,1.413
4425995,-9.61,5.34,24.80,0.21,0.761,1.324
4426498,-1.70,3.58,23.70,0.16,0.821,1.472
4427001,-10.49,1.82,23.54,0.14,0.732,1.620
4427505,-10.49,1.82,23.38,0.18,0.702,1.132
4428009,-11.37,2.70,24.65,0.16,0.406,1.191
4428513,-10.49,2.70,24.17,0.18,0.362,0.939
4429017,-10.49,2.70,24.65,0.18,0.450,1.043
4429520,-11.37,1.82,23.70,0.16,0.599,1.309
4430024,-11.37,2.70,24.02,0.16,0.658,1.013
4430528,-10.49,1.82,24.49,0.18,0.569,1.102
4431032,-10.49,1.82,24.65,0.18,0.732,1.043
4431536,-13.13,0.06,23.70,0.16,0.865,1.221
4432039,-6.97,6.22,24.02,0.10,1.369,1.709
4432543,-9.61,11.50,23.23,0.16,1.072,1.561
4433047,-9.61,1.82,23.07,0.23,0.924,1.665
4433550,-10.49,1.82,24.65,0.18,0.539,1.132
4434054,-11.37,1.82,26.54,0.16,0.924,1.265
4434557,-10.49,1.82,25.12,0.18,0.524,1.383
4435061,-10.49,1.82,24.49,0.18,0.924,1.250
4435565,-10.49,1.82,23.70,0.16,0.554,0.910
4436069,-10.49,1.82,24.80,0.16,0.480,1.058
4436573,-10.49,1.82,24.65,0.18,0.510,1.117
4437076,-11.37,1.82,24.49,0.18,0.717,1.102
4437580,-9.61,1.82,24.33,0.16,0.628,1.369
4438084,-10.49,0.94,24.49,0.18,0.524,1.161
4438588,-10.49,1.82,24.65,0.18,0.465,0.998
4439092,-10.49,1.82,24.65,0.18,0.480,0.984
4439596,-10.49,1.82,24.17,0.18,0.717,1.072
4440099,-9.61,1.82,24.80,0.16,0.643,1.176
4440603,-10.49,1.82,24.80,0.16,0.302,1.161
4441106,-10.49,1.82,24.49,0.18,0.406,1.087
4441610,-11.37,1.82,25.28,0.18,0.776,0.939
4442114,-11.37,0.06,23.38,0.16,0.673,1.280
4442617,-7.85,5.34,23.86,0.03,1.043,1.561
4443121,-9.61,-0.82,23.38,0.16,0.687,1.176
4443625,-10.49,1.82,24.80,0.18,0.643,0.821
4444129,-10.49,1.82,24.96,0.18,0.465,1.250
4444633,-9.61,1.82,25.12,0.16,0.465,1.443
4445136,-10.49,1.82,24.49,0.18,0.495,0.865
4445640,-10.49,1.82,24.96,0.18,0.510,0.969
4446144,-10.49,1.82,24.49,0.18,0.599,1.043
4446648,-9.61,1.82,24.33,0.16,0.658,1.324
4447152,-9.61,1.82,24.80,0.16,0.554,0.791
4447654,-9.61,1.82,25.28,0.16,0.821,1.235
4448158,-9.61,1.82,24.80,0.16,0.673,0.954
4448662,-9.61,1.82,24.65,0.16,0.643,1.176
4449166,-10.49,1.82,24.65,0.16,0.761,1.309
4449670,-10.49,1.82,24.80,0.16,0.717,1.383
4450173,-10.49,1.82,24.96,0.18,0.880,1.058
4450677,-10.49,1.82,24.96,0.18,0.658,0.924
4451181,-10.49,1.82,24.49,0.18,0.687,0.984
4451685,-10.49,1.82,25.28,0.18,0.702,1.072
4452189,-10.49,0.06,24.17,0.16,0.732,1.546
4452692,-6.97,6.22,23.07,-0.01,0.924,1.769
4453196,-2.57,12.38,24.65,0.16,0.747,1.517
4453699,-10.49,1.82,23.54,0.16,1.339,1.458
4454203,-10.49,2.70,25.12,0.16,0.495,1.028
4454707,-11.37,2.70,25.43,0.16,0.865,1.295
4455211,-9.61,2.70,24.80,0.16,0.406,0.939
4455714,-9.61,2.70,25.43,0.16,0.391,1.324
4456218,-9.61,2.70,25.59,0.16,0.865,1.013
4456722,-9.61,1.82,25.12,0.16,0.613,0.910
4457226,-11.37,2.70,25.43,0.18,0.658,1.221
4457730,-9.61,2.70,25.28,0.16,0.628,0.924
4458233,-9.61,2.70,24.96,0.16,0.450,0.969
4458737,-9.61,1.82,24.80,0.16,0.332,0.895
4459240,-9.61,2.70,25.12,0.16,0.273,1.161
4459744,-10.49,1.82,25.28,0.18,0.524,1.117
4460248,-10.49,1.82,25.12,0.18,0.821,0.850
4460751,-10.49,0.94,24.96,0.16,0.613,0.998
4461255,-6.09,6.22,23.38,0.03,0.998,1.931
4461759,-2.57,11.50,24.02,0.16,0.850,1.206
4462263,-10.49,1.82,24.80,0.03,0.821,1.620
4462767,-9.61,1.82,25.12,0.16,0.569,1.206
4463270,-9.61,2.70,24.96,0.16,0.554,1.221
4463774,-9.61,2.70,25.43,0.16,0.436,1.102
4464278,-9.61,2.70,24.96,0.16,0.880,0.939
4464782,-9.61,2.70,25.12,0.14,0.450,1.161
4465285,-10.49,2.70,25.75,0.16,0.539,1.161
4465788,-10.49,2.70,26.07,0.18,0.465,1.043
4466292,-10.49,2.70,26.07,0.16,0.599,1.013
4466796,-10.49,2.70,25.75,0.16,0.480,0.806
4467300,-9.61,2.70,25.28,0.16,0.524,1.354
4467804,-9.61,2.70,25.43,0.14,0.391,0.895
4468307,-9.61,2.70,25.12,0.16,0.362,0.895
4468811,-10.49,2.70,26.07,0.16,0.569,1.072
4469315,-10.49,2.70,25.28,0.18,0.332,1.206
4469819,-9.61,2.70,25.75,0.14,0.510,0.821
4470323,-9.61,2.70,25.75,0.14,0.302,0.910
4470825,-10.49,0.94,24.80,0.16,0.539,1.369
4471329,-7.85,7.98,25.75,0.14,0.998,1.383
4471833,-9.61,2.70,24.96,0.23,0.747,1.502
4472337,-10.49,2.70,25.75,0.16,0.673,1.339
4472841,-9.61,2.70,25.43,0.14,0.347,1.235
4473345,-10.49,2.70,25.75,0.18,0.302,1.043
4473848,-8.73,2.70,25.59,0.16,0.421,0.924
4474352,-9.61,2.70,26.07,0.14,0.436,1.339
4474856,-9.61,2.70,25.75,0.14,0.406,0.910
4475360,-10.49,2.70,25.43,0.16,0.628,1.028
4475864,-9.61,2.70,25.75,0.14,0.510,1.309
4476366,-8.73,2.70,25.43,0.16,0.436,0.924
4476870,-8.73,2.70,26.22,0.14,0.687,0.895
4477374,-9.61,2.70,26.38,0.16,0.406,1.428
4477878,-10.49,2.70,26.22,0.16,0.495,0.924
4478382,-9.61,2.70,25.59,0.14,0.554,1.058
4478885,-9.61,2.70,25.28,0.14,0.287,0.998
4479389,-8.73,2.70,26.54,0.14,0.539,0.806
4479893,-8.73,2.70,26.07,0.14,0.791,0.910
4480397,-10.49,0.94,25.43,0.16,0.480,1.561
4480901,-7.85,7.10,24.80,0.16,0.954,1.443
4481403,-2.57,9.74,25.28,0.14,0.954,1.398
4481907,-8.73,2.70,25.12,0.12,1.176,1.843
4482411,-8.73,3.58,26.70,0.14,0.954,1.013
4482915,-8.73,3.58,25.75,0.14,0.510,1.517
4483419,-9.61,3.58,25.91,0.16,0.332,0.939
4483922,-8.73,3.58,26.22,0.16,0.436,0.806
4484426,-8.73,3.58,25.75,0.16,0.599,0.910
4484930,-9.61,3.58,26.07,0.14,0.791,1.147
4485434,-10.49,2.70,26.70,0.16,0.480,1.354
4485937,-9.61,3.58,25.91,0.14,0.554,0.835
4486440,-8.73,3.58,26.22,0.14,0.213,1.147
4486944,-10.49,1.82,26.07,0.16,0.687,1.665
4487448,-6.09,9.74,24.33,0.14,0.584,1.487
4487952,-9.61,8.86,26.07,0.14,0.998,2.006
4488456,-8.73,1.82,23.54,0.14,1.102,1.532
4488960,-9.61,3.58,26.07,0.14,0.880,1.265
4489463,-8.73,2.70,25.75,0.16,0.895,0.806
4489967,-9.61,3.58,25.75,0.14,0.924,1.191
4490471,-8.73,2.70,25.91,0.14,0.406,1.176
4490974,-9.61,3.58,25.59,0.14,0.524,1.191
4491478,-10.49,2.70,26.22,0.16,0.732,1.176
4491981,-8.73,3.58,26.38,0.14,0.450,1.191
4492485,-8.73,3.58,26.54,0.14,0.302,1.206
4492989,-8.73,2.70,25.91,0.14,0.480,1.369
4493493,-9.61,2.70,26.38,0.14,0.747,1.383
4493997,-8.73,2.70,26.07,0.14,0.569,1.250
4494500,-8.73,2.70,26.38,0.14,0.450,1.058
4495004,-8.73,2.70,26.70,0.14,0.687,1.428
4495508,-8.73,2.70,26.22,0.14,0.376,1.013
4496011,-8.73,2.70,25.91,0.14,0.317,1.147
4496515,-9.61,2.70,27.01,0.14,0.628,1.443
4497018,-8.73,2.70,26.85,0.14,0.554,1.383
4497522,-10.49,1.82,26.07,0.16,0.776,1.191
4498026,-6.97,7.10,25.59,0.18,1.250,1.709
4498530,-1.70,6.22,26.07,0.16,0.702,1.458
4499034,-9.61,2.70,26.07,0.12,1.413,1.754
4499537,-9.61,2.70,26.85,0.14,0.569,0.969
4500041,-9.61,3.58,26.54,0.14,0.465,0.939
4500545,-8.73,3.58,26.54,0.14,0.761,1.206
4501048,-9.61,3.58,25.91,0.14,0.673,1.309
4501552,-9.61,3.58,26.54,0.14,0.495,1.221
4502055,-9.61,3.58,25.91,0.14,0.554,0.939
4502559,-8.73,3.58,26.07,0.14,0.362,0.998
4503063,-9.61,3.58,26.70,0.14,0.969,1.280
4503567,-8.73,3.58,26.70,0.14,0.510,1.265
4504071,-7.85,3.58,26.54,0.16,0.880,1.043
4504574,-9.61,3.58,26.70,0.14,0.865,1.443
4505078,-8.73,3.58,26.38,0.14,0.213,1.206
4505581,-7.85,3.58,26.70,0.14,0.510,0.821
4506085,-8.73,3.58,26.22,0.14,0.850,1.354
4506589,-8.73,3.58,27.01,0.14,0.450,1.191
4507092,-8.73,3.58,26.38,0.14,0.761,1.369
4507596,-8.73,3.58,27.33,0.16,0.998,1.043
4508100,-10.49,1.82,26.22,0.16,0.480,1.132
4508604,-8.73,8.86,27.33,0.12,1.265,2.124
4509108,-9.61,3.58,25.28,0.23,1.028,1.487
4509612,-8.73,3.58,26.70,0.14,0.732,1.280
4510115,-9.61,3.58,27.17,0.14,0.569,1.176
4510618,-9.61,3.58,26.22,0.14,0.821,0.924
4511122,-7.85,3.58,26.38,0.14,0.702,1.472
4511626,-8.73,3.58,27.17,0.14,0.450,1.147
4512130,-9.61,3.58,26.85,0.14,0.539,1.117
4512633,-7.85,3.58,27.01,0.14,0.436,0.924
4513137,-7.85,3.58,26.38,0.14,0.628,1.013
4513641,-9.61,3.58,27.01,0.14,0.524,1.102
4514145,-8.73,3.58,26.85,0.14,0.376,1.206
4514649,-9.61,3.58,27.01,0.14,0.613,0.998
4515151,-8.73,3.58,27.33,0.14,0.569,0.969
4515655,-8.73,3.58,27.48,0.14,0.673,0.910
4516159,-9.61,3.58,27.01,0.14,0.599,0.969
4516663,-8.73,3.58,26.85,0.14,0.362,1.117
4517167,-7.85,3.58,26.85,0.14,0.465,1.428
4517670,-9.61,1.82,26.85,0.14,0.524,1.591
4518174,-5.21,7.10,26.54,0.18,1.072,1.665
4518678,-8.73,3.58,26.70,0.14,0.391,1.072
4519182,-7.85,3.58,26.70,0.14,0.865,1.206
4519685,-9.61,3.58,26.85,0.14,0.776,0.835
4520188,-7.85,3.58,27.33,0.14,0.702,1.472
4520692,-7.85,3.58,26.38,0.16,0.421,1.072
4521196,-9.61,3.58,26.70,0.14,0.524,0.998
4521700,-9.61,3.58,26.70,0.14,0.791,1.191
4522204,-8.73,3.58,27.01,0.14,0.880,1.072
4522707,-7.85,3.58,27.80,0.14,0.806,1.235
4523211,-7.85,3.58,26.85,0.14,0.450,1.147
4523715,-9.61,2.70,27.01,0.14,0.510,0.939
4524218,-7.85,3.58,27.17,0.14,0.554,1.117
4524722,-8.73,3.58,27.01,0.14,0.554,1.383
4525225,-7.85,3.58,27.48,0.16,0.687,1.087
4525729,-8.73,2.70,27.80,0.14,0.524,1.161
4526233,-9.61,1.82,27.33,0.12,0.332,1.191
4526737,-6.09,7.10,26.07,0.14,1.058,1.339
4527241,-2.57,7.98,27.64,0.14,0.984,1.250
4527745,-9.61,2.70,27.01,0.16,1.324,1.561
4528248,-9.61,2.70,27.01,0.14,0.776,1.502
4528751,-8.73,2.70,26.70,0.14,0.998,1.354
4529255,-8.73,2.70,27.17,0.14,0.569,1.532
